   163 , 2358405.00
   164 , 2764649.00
   165 , 3127555.75
   166 , 3211977.00
   167 , 3530552.00
   168 , 3795850.50
   169 , 3816298.75
   170 , 4392171.50
   171 , 4397216.00
   172 , 4540946.50
   173 , 4579898.50
   174 , 4893464.00
   175 , 5040184.00
   176 , 4977984.50
   177 , 5181050.50
   178 , 5196892.00
   179 , 5219482.00
   180 , 5138112.50
   181 , 5207462.00
   182 , 5319865.00
   183 , 5118553.50
   184 , 4917654.00
   185 , 4920706.50
   186 , 4813714.50
   187 , 4863815.00
   188 , 4689026.50
   189 , 4315551.50
   190 , 4191206.50
   191 , 3956820.75
   192 , 3706851.50
   193 , 3572863.50
   194 , 3361552.00
   195 , 2987690.50
   196 , 2707165.25
   197 , 2612011.25
   198 , 2022782.25
   199 , 1819182.50
   200 , 1451615.75
   201 , 1156093.75
   202 , 1083091.50
   203 ,  565146.75
   204 ,  164801.47
   205 ,    8460.62
   206 , -328531.97
   207 , -519131.22
   208 , -789611.12
   209 , -1527398.25
   210 , -1469043.00
   211 , -1905157.88
   212 , -2215711.25
   213 , -2186654.25
   214 , -2775776.75
   215 , -2875110.25
   216 , -3094439.75
   217 , -3352137.00
   218 , -3339443.75
   219 , -3597785.75
   220 , -3830947.00
   221 , -3863770.50
   222 , -3864338.75
   223 , -4003531.50
   224 , -4051137.25
   225 , -4269119.00
   226 , -4194796.50
   227 , -4139427.75
   228 , -4068798.00
   229 , -4057655.75
   230 , -4056161.75
   231 , -4149686.25
   232 , -3965136.50
   233 , -3894094.00
   234 , -3712156.75
   235 , -3465448.00
   236 , -3547592.00
   237 , -3105789.50
   238 , -3039481.50
   239 , -2821101.00
   240 , -2692071.75
   241 , -2477504.50
   242 , -2239107.75
   243 , -1827813.75
   244 , -1739435.38
   245 , -1347976.75
   246 , -1005023.31
   247 , -923459.06
   248 , -572169.00
   249 , -323795.91
   250 , -149798.22
   251 ,  231103.45
   252 ,  516363.62
   253 ,  557047.12
   254 , 1063863.88
   255 , 1322298.38
   256 , 1404875.12
   257 , 1639231.88
   258 , 1792287.50
   259 , 2022491.62
   260 , 2243941.75
   261 , 2612231.00
   262 , 2563193.00
   263 , 2718522.00
   264 , 2815708.25
   265 , 2950455.25
   266 , 2870566.75
   267 , 3147413.25
   268 , 3200852.50
   269 , 3102753.25
   270 , 3264060.50
   271 , 3089897.25
   272 , 3089010.00
   273 , 3043911.00
   274 , 2919049.25
   275 , 2897687.75
   276 , 2740595.75
   277 , 2636461.25
   278 , 2731264.00
   279 , 2397664.75
   280 , 2154206.75
   281 , 2106904.75
   282 , 1926290.75
   283 , 1606112.12
   284 , 1405984.88
   285 , 1019043.50
   286 , 1084028.50
   287 ,  760687.19
   288 ,  443372.09
   289 ,  201546.17
   290 , -193778.70
   291 , -257245.86
   292 , -498098.31
   293 , -869706.50
   294 , -1141063.12
   295 , -1274316.12
   296 , -1539641.00
   297 , -1888241.00
   298 , -2158174.50
   299 , -2442877.50
   300 , -2590323.00
   301 , -2717792.50
   302 , -3192477.25
   303 , -3270785.75
   304 , -3496888.00
   305 , -3552424.00
   306 , -3580842.00
   307 , -3890164.00
   308 , -3838507.25
   309 , -4176757.50
   310 , -4199310.00
   311 , -4219973.00
   312 , -4263019.50
   313 , -4209689.00
   314 , -4177748.00
   315 , -4194823.50
   316 , -4078033.00
   317 , -3957345.50
   318 , -4070229.75
   319 , -3965478.25
   320 , -3707925.50
   321 , -3580769.00
   322 , -3336941.50
   323 , -3329864.75
   324 , -3111011.00
   325 , -2916687.50
   326 , -2590533.25
   327 , -2392786.00
   328 , -2184691.50
   329 , -2064170.00
   330 , -1540284.38
   331 , -1156237.50
   332 , -883869.81
   333 , -618873.69
   334 , -472850.56
   335 ,   23651.33
   336 ,  209720.77
   337 ,  652550.00
   338 ,  844358.19
   339 , 1203739.38
   340 , 1656185.00
   341 , 1772445.88
   342 , 2134418.00
   343 , 2483206.00
   344 , 2656727.50
   345 , 2910441.25
   346 , 3076205.00
   347 , 3545481.25
   348 , 3780907.00
   349 , 3965209.75
   350 , 4171826.00
   351 , 4439300.00
   352 , 4508793.50
   353 , 4765816.50
   354 , 4847043.50
   355 , 4829549.50
   356 , 4838409.50
   357 , 5048476.00
   358 , 5015018.50
   359 , 5360166.00
   360 , 5307848.50
   361 , 5130468.50
   362 , 5219760.00
   363 , 4980839.50
   364 , 5161534.00
   365 , 5127712.00
   366 , 5049731.00
   367 , 4735602.50
   368 , 4556042.00
   369 , 4365329.00
   370 , 4108001.00
   371 , 3915275.75
   372 , 3755541.75
   373 , 3444857.50
   374 , 3207019.00
   375 , 3042640.00
   376 , 2659416.75
   377 , 2475645.25
   378 , 2197081.75
   379 , 1868308.62
   380 , 1569629.88
   381 , 1336236.00
   382 ,  865271.69
   383 ,  670176.94
   384 ,  268447.34
   385 ,   47312.20
   386 , -392355.12
   387 , -623435.94
   388 , -970431.75
   389 , -1319286.12
   390 , -1524456.50
   391 , -2012568.25
   392 , -2047505.88
   393 , -2467850.25
   394 , -2544281.50
   395 , -2678256.25
   396 , -3130044.00
   397 , -3311669.00
   398 , -3518146.00
   399 , -3587552.75
